position,company,location,description,link
Data Analyst,Quick Base,"Cambridge, MA","Quick Base provides a cloud-based platform that empowers problem solvers to quickly turn ideas for better ways to work into apps that make their organizations more efficient. For nearly 20 years, people of all technical backgrounds have been using the Quick Base platform to create solutions that streamline processes, capture real-time data, and improve company operations while working in concert with existing IT systems. Based in Cambridge, MA and a former division of Intuit, Quick Base has thousands of customers of all industries and company sizes building apps on our platform. Join us as we grow!
The Team:


At Quick Base, we believe that exceptional employees are the key not only to our success, but also to our customers success. Our teams are small, diverse, nimble, and highly-empowered to drive company excellence. Each team owns its own commitments and outcomes. Our employees enjoy interesting challenges, learn fast, and strive to do the best work of their life.
About the Role:


The Quick Base Analytics team serves all aspects of our business and uses advanced business intelligence and data techniques to help drive our strategy, operations, and make better business decisions. Were looking for a talented, detail-oriented Data Analyst to join this team to help with data quality, intelligent targeting and data matching, as well as developing reports. This is an opportunity to help with large initiatives including integration of data sources across the enterprise, incorporate predictive analytics platforms into business processes, and help with common data definitions and quality. This position will also involve day to day data and list creation serving various sales, marketing, and customer success initiatives.
Responsiblities:


Build specific and intelligent targeted lists of customers, users, or prospects for pointed communications, using SQL data queries from systems across the company and predictive analytics platforms
Develop a deep understanding of various sources of company data and how to match and append information to create an informed list, including Quick Bases own CRM, Marketo, Zuora, and other systems
Manage data integrity in our business systems, including investigating root cause of potential issues from the data source using SQL
Use advanced SQL logic including fuzzy matching for list aggregation
Create reports in Power BI
Maintain a business glossary of data terminology for end users and lead tasks related to data governance
Participate in cross-functional initiatives around data migration and data modeling, and help to inform best practices for maintaining or migrating data

Qualifications:


Detail-oriented and extremely organized with an ability to multi-task & prioritize tasks
Technical skills include understanding of database technology, SQL or advanced Excel, some coding experience
Ability and strong desire to learn new systems and tools
Quality-oriented and keen eye for improving processes and uncovering data problems
Excellent verbal and written communication skills, with ability to explain complicated concepts in clear and concise terms
Bachelors degree in software, engineering or math-related field
Self-starter highly collaborative, self-motivated, and entrepreneurial




            Read moreSee All",https://www.glassdoor.com/partner/jobListing.htm?pos=103&ao=270215&s=58&guid=00000163d0f326e1b8c739b236143870&src=GD_JOB_VIEW&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_ebeda8ba&cb=1528218998467&jobListingId=2795157597
Data Analyst,Credit Union Of Colorado,"Centennial, CO","Job DetailsLevel ExperiencedJob Location CENTENNIAL - Centennial, COPosition Type Full TimeEducation Level UndisclosedSalary Range $53,000.00 - $63,600.00 Salary/yearTravel Percentage NoneJob Shift DayJob Category MarketingDescription GENERAL PURPOSE OF THE POSITION:
The primary responsibility of the Data Analyst will be to analyze, report and leverage data. To communicate findings to help the business make smarter, data driven decisions. The position will work to support cross-functional business needs utilizing a centralized, strategic database application system to more effectively monitor and analyze Credit Union data to deliver on trends, information and solutions to key stakeholders. This position will support transforming our business into a data driven organization intent on building member value and creating a more competitive market position.
 
 
ESSENTIAL DUTIES AND RESPONSIBILITIES include the following:
 
Champions as a strategic partner with IT to influence the design, alignment, and implementation of technical standards to address appropriate business solutions
Leads or directs the development of innovative approaches to address complex or unique business problems and solutions
Collaborates with leaders and managers to determine and address data and reporting needs for various company projects
Leads predictive / analytical solutions, modeling standards, reporting, and data analysis methodologies.
Analyzes and interprets data using statistical methods ensuring completeness and accuracy
Mentor other team members, including consulting or outsourced resources as needed on Data Warehouse / Business Intelligence / Analytics architecture best practices
Design, create and analyze reports, executive summaries and queries for distribution to management and to assist in decision making
Create statistical models that depict company-wide trends
Perform testing and validation of data sets
Determine the meaning of data and explain how various teams and leaders can leverage it to improve and streamline their processes
Document structures and types of business data, while conducting regular maintenance
Adheres to all Federal and State laws and regulations applicable to the credit union, including the Bank Secrecy Act and OFAC.
Qualifications  
EDUCATION and/or EXPERIENCE: 
Bachelor’s Degree in Mathematics or Computer Engineering
2 or more years of data mining experience
4 or more years of experience in finance, data management, business intelligence or related field.
Experience working with relational data bases such as: MS SQL Server DBs, Oracle DBs
Experience in implementing scalable algorithms in Hadoop, HBase, or Cassandra
Experience implementing algorithms like Montecarlo simulations running HPC grid like Datasynapse or Platform.

 

CORE COMPETENCIES and SKILLS
 
 
MEMBER FOCUSED Creates trust by building relationships and actively discovers the right solutions for Members and peers; understands that the credit union exists as a result of Member trust and loyalty in the organization and employees; is passionate and dedicated to meeting the expectations and requirements of internal and external Members.
 
COOPERATION AND
TEAMWORK Relates well to all kinds of people; builds appropriate rapport; works harmoniously with others; uses and understands diplomacy and tact; encourages collaboration; seeks opinions; is candid with peers; values working relationships. Readily puts in extra effort to accomplish important tasks.
 
DECISION QUALITY Understands the Member’s best interest is first; demonstrates decisions which are based on creating the best possible outcome for the member; makes decisions based on a mixture of analysis, wisdom, experience, and judgment; most recommendations and decisions turn out to be correct and accurate when judged over time; is widely trusted and sought out by others for advice and solutions.
 
PROBLEM SOLVING Uses rigorous logic and methods to solve difficult problems with effective and innovative solutions; is resilient and will own the solution and the problem; can see hidden problems; is excellent at honest analysis; looks beyond the obvious and doesn’t stop at the first answers.
 
ACTION ORIENTED Pushes self and others to achieve the best possible results for the Member, organization and employees; proactively seeks out opportunities; raises hand, rather than waits to be asked; not fearful of acting with a minimum of planning; understands that it’s OK to make a mistake (fail forward).
 
ADAPTABLE Learns on the fly; is a relentless, versatile and active learner; open to change; can learn new skills and knowledge; analyzes both successes and failures for opportunities to improve; experiments and will attempt multiple ideas to find solutions; understands that different situations and levels may call for different skills and approaches; works to deploy strengths; works on compensating for weakness and limits.
 
INNOVATION Combines and brings forward ideas in unique ways to make connections between disparate ideas; willingness to explore different lines of thought and suggestions and try new ideas through experimentation, views situations from multiple perspectives; brainstorms multiple approaches/solutions to benefit members.
 
 
OTHER SKILLS and ABILITIES:
Ability to collaborate effectively and work as part of a team
Strong attention to detail and accuracy
Willingness to learn new technologies and operate under occasional ambiguities
Demonstrated analytical skills
Proficiency with SQL, Query, programming, data analysis using statistical models and structuring
Contribute to predictive / analytical modeling architectures, modeling standards, reporting, and data analysis methodologies
Knowledge of financial analysis and reporting preferred
 
 
PHYSICAL DEMANDS
The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.
 
While performing the duties of this job, the employee is regularly required to sit and talk or hear. The employee is frequently required to use hands to finger, handle, or feel objects, tools, or controls. The employee is occasionally required to stand, walk, and reach with hands and arms.
 
The employee must occasionally lift and/or move up to 10 pounds. Specific vision abilities required by this job include close vision and the ability to adjust focus.
 
We are an EEO Employer



            Read moreSee All",https://www.glassdoor.com/partner/jobListing.htm?pos=104&ao=344182&s=58&guid=00000163d0f326e1b8c739b236143870&src=GD_JOB_VIEW&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_47ce1f30&cb=1528219000666&jobListingId=2750987120
Data Analyst,AppRiver,"Gulf Breeze, FL","Data Analyst
AppRiver is seeking a highly motivated and qualified Data Analyst to join our growing team. The right candidate will be able to identify and develop an effective reporting structure that enables AppRiver to enhance data-driven decisions, optimize business processes and grow rapidly. The job demands technical expertise along with a solid understanding of standard financial and business analytics. The Data Analyst will be responsible for the full cycle of data analysis. This person will work independently and collaboratively to gather and help define reporting requirements, set data strategies, configure and design dashboards and reports, and manage implementation and usage.
What you will be doing:


Develop and maintain reporting dashboards that enable data-driven business decisions
Gather and document requirements, test plan development and have continual collaborative communication with all stakeholders
Analyze and lay out data to tell a specific story through data visualization and infographics
Solve internal and external data visualization and communications challenges using a variety of media, such as dashboards, infographics, charts, diagrams, and maps
Provide training to internal end-users to maximize data usage and analysis
Contribute to and manage a repository of reusable data visualization templates, views and other best practices components
Work with data team to understand underlying structure and continuously improve reporting efficiency
Research and recommend improvements and extensions to data visualization platforms

Technical Requirements
Were looking for someone well versed in relational databases and database design to help develop and clearly communicate at both non-technical and deep technical levels to database operations and personnel. The technical skills and experience were most interested in are:

5 + years experience with Microsoft SQL Server, SQL Server Reporting Services and SQL Server Analysis Services
SSAS tabular models and queries
Implementation experience with Microsoft Power BI, Power BI Desktop and Power BI Report Server
Relational Database Design, Data Warehouse and ETL
A good eye for aesthetics: layout, grid systems, color theory and typography
Understanding of responsive design and development
Ability to develop wireframes, test plans and project documentation

Possessing industry knowledge and experience is a plus, and any other areas of data analysis (text mining, machine learning, predictive modeling, etc.) are all valuable skills to bring to the table in this role.
About Us:


AppRiver provides cloud-based cybersecurity and productivity services to over 67,000 companies worldwide. Launched in 2002, with email security as its flagship service, AppRiver has since added web protection, email encryption, secure archiving, and email continuity solutions to its suite of cloud-based security services. The company has also established itself among the worlds top providers of Office 365 and Secure Hosted Exchange solutions. AppRiver is headquartered in Gulf Breeze, Florida and maintains offices in Georgia, Texas, Canada, Switzerland and Spain. Our business is based on the philosophy of Phenomenal Care -- an assurance that the AppRiver brand means a great experience for our customers and our team members alike.
All positions require a criminal background screening.



            Read moreSee All",https://www.glassdoor.com/partner/jobListing.htm?pos=105&ao=266059&s=58&guid=00000163d0f326e1b8c739b236143870&src=GD_JOB_VIEW&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_cabccf14&cb=1528219002840&jobListingId=2778289096
Data Analyst,Trividia Health,"Fort Lauderdale, FL","Trividia

Health, Inc.

Job

Description #939

Data

Analyst

This position will collect,

consolidate data; update and maintain reporting tools (ex; workbooks,

dashboards, databases, etc.). Assist

with data processing and ad hoc analysis as directed. Work with large amounts

of data.

ESSENTIAL DUTIES AND

RESPONSIBILITIES include the

followings. Other duties may be assigned.

Responsible for data

collection and consolidation for reporting in a format that is easy to use
Maintain and

update various sales reports including but not limited to workbooks and dashboards
Assist Database Developer/Administrator

with data processing
Assist with ad

hoc data analysis as directed
Work with other

teams/departments on data collection and reports
Improve data

processing and reporting procedures
Position requires

ability to work on various projects (related and unrelated) simultaneously
Must have ability

to review large amounts of data, manipulate and create useful reports
Must be able to

adjust workflow and projects as the business environment changes

SUPERVISORY

RESPONSIBILITIES

This job has no supervisory

responsibilities.

QUALIFICATIONS

To perform this job

successfully, an individual must be able to perform each essential duty

satisfactorily. The requirements listed

below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to

enable individuals with disabilities to perform the essential functions.
Excellent

knowledge of Microsoft Excel and PowerPoint required
Experience with

Access and SQL Database
Attention to

detail and excellent written and verbal communication skills
Knowledge with business

intelligence tools a plus

EDUCATION and/or

EXPERIENCE

Bachelor's degree (B. A.)

from four-year college or university.

LANGUAGE SKILLS

Ability to read, analyze,

and interpret general business periodicals, professional journals, technical

procedures. Ability to write reports, business correspondence, and procedure

manuals. Ability to effectively present information and respond to questions

from other departments.

MATHEMATICAL SKILLS

Intermediate Skills: Ability to calculate figures and amounts such

as discounts, interest, commissions, proportions, percentages, area,

circumference, and volume. Ability to apply

concepts of basic algebra and geometry.

REASONING ABILITY

Ability to define problems,

collect data, establish facts, and draw valid conclusions. Ability to interpret

an extensive variety of technical instructions in mathematical or diagram form

and deal with several abstract and concrete variables.

PHYSICAL DEMANDS

The physical demands

described here are representative of those that must be met by an employee to

successfully perform the essential functions of this job. Reasonable accommodations may be made to

enable individuals with disabilities to perform the essential functions.

While performing the duties

of this job, the employee is frequently required to talk or hear. The employee is occasionally required to

stand and walk. The employee is

occasionally required to stand, walk, and reach with hands and arms. The employee must occasionally lift and/or

move up to 10 pounds. There are no

specific vision abilities required by this job.

WORK ENVIRONMENT

The work environment

characteristics described here are representative to those an employee

encounters while performing the essential functions of this job. Reasonable accommodations may be made to

enable individuals with disabilities to perform the essential functions.

The

noise level in the work environment is usually moderate.

EQUAL OPPORTUNITY

EMPLOYER: Trividia Health,

Inc. is an Equal Opportunity, Affirmative Action, E-Verify employer. Employment

decisions for all applicants and employees will be made without regard to race,

color, religion, sex, sexual orientation, gender identity, genetic information,

age, national origin, marital status, veteran status, disability or other

characteristics protected under local, state or federal law.



            Read moreSee All",https://www.glassdoor.com/partner/jobListing.htm?pos=106&ao=278147&s=58&guid=00000163d0f326e1b8c739b236143870&src=GD_JOB_VIEW&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_92e1ed18&cb=1528219005056&jobListingId=2731101313
Data Analyst,Kamehameha Schools,"Honolulu, HI","Plans, coordinates and delivers an integrated and comprehensive strategic planning and program evaluation for the Kealapono Department. Focuses on the improvement of the data analysis support and the outreach to campuses and public schools by providing support and leadership in the implementation and evaluation of best practices in student learning and program effectiveness.

Plans, coordinates and delivers an integrated and comprehensive strategic planning and program evaluation for the Kealapono Department. Focuses on the improvement of the data analysis support and the outreach to campuses and public schools by providing support and leadership in the implementation and evaluation of best practices in student learning and program effectiveness.

Researches, designs, analyze, and recommend initiatives in support of division direction in alignment with the Educational Strategic Plan. Provides the leadership and training for the evaluation and assessment activities between the division and school sites. Designs and works collaboratively with Kamehameha School units and implements the tools for data collection (surveys, interviews, focus groups, and testing materials) to be used for program evaluation of the in-school, after-school, and parent-community activities; impact on students and parents/community. Provides the leadership and training in conducting all assessment and program evaluation procedures and maintaining quality assurance of service delivery of contracts, data collection and analysis processes. Identifies and creates executive summaries for the best use of available research and training resources in consultation and coordination with other staff and KS offices. Research, collect, compile and present summative assessment and evaluation reports including statistics as appropriate. Performs other related duties as assigned or requested

Minimum Qualifications

Bachelor's degree in Business, Finance, Statistics or closely related field. Minimum of 3 years of related work experience. An equivalent combination of education and experience may substitute for the requirements listed. Proficient in Microsoft Word, PowerPoint, Excel, SPSS, SAS Ability to:


Design, monitor, and evaluate plans, programs, and procedures Address quality control issues around educational testing and program evaluation Deal tactfully and effectively with others Communicate clearly, both orally and in writing Write technical and professional reports for decision-making in the educational field analyze programs Competence in data management and statistical analysis using SPSS, SAS, and other statistical procedures to insure rapid access and analysis for decision making Facilitate, present and explain program procedures and data to KS officials and community members. 

Preferred Qualifications

 Knowledge of:

Basic principles, theories, and practices of education, including curriculum program planning and development Current principles, theories and practices in the specialized area of responsibility Applicable laws, rules and regulations around ethics, confidentiality, and contracts; principles and practices of public relations and budget preparation Working knowledge of No Child Left Behind Federal Legislation, standards-based K-12 assessment, and/or program evaluation and grant coordination. 
Proven record of designing and assessing procedures for organizational improvement and/or student learning.

Physical Requirements

Frequently sits, perform desk-based computer tasks and grasp light or fine manipulation, talk or hear. Occasionally stand and/or walk, write by hand, and lift and/or carry, push and/or pull objects that weigh up to 10 pounds. Rarely twist, bend, stoop, squat, kneel, crawl, climb, reach or work above shoulder, or grasp forcefully.

Working Conditions

This position may involve traveling to various locations, including neighbor islands to conduct business. Work is conducted in an office/school environment and may require work to be conducted in non-standard workplaces. Work is typically conducted Monday through Friday at normal business hours but evening and weekend hours are often required to meet goals and objectives.

Disclaimer: The above statements are intended to describe the general nature and level of work being performed by incumbents assigned to this job. This is not intended to be an exhaustive list of all the responsibilities, duties and skills required. The incumbent may be expected to perform other duties as assigned.



            Read moreSee All",https://www.glassdoor.com/partner/jobListing.htm?pos=107&ao=279495&s=58&guid=00000163d0f326e1b8c739b236143870&src=GD_JOB_VIEW&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_1d911e43&cb=1528219007180&jobListingId=2751480405
Junior Data Analyst,IronEdge Group,"Houston, TX","Job Description
Junior data analyst work with clients and colleagues to find relevant data, generate enough material for analysis and prepare flowcharts and visualizations for presentation. Writing clear reports and creating effective visualizations for various members of a company at different levels of seniority is a core part of a data analyst’s routine work, in which the findings of the data analysis must be presented in an accessible and unambiguous way. Taking part in meetings and presentations to convey the findings is also a regular feature of data analyst jobs.
Data collection from literally hundreds of different sources forms a major part of a data analyst’s daily work. The analyst must then use his or her initiative to interpret the raw data and identify any patterns in it, interpretations which might be included in a presentation or report.
To begin analyzing data, data analysts must be able to render it visible. Compiling Excel spreadsheets, Power BI models and using DAX, M or SQL queries constitute another routine part of the work, as will coding and re-coding data contained within various databases to identify patterns.
Use of visualizations and storytelling with data is a core function of the position. Relying on the mentorship and input of senior analysts and business leads is critical to success.

Essential Functions

Interview clients and stakeholders to determine business outcome results- not taking face value answers
Utilize experience in order to define business outcomes for stakeholders and clients in a clear to understand way
Document forecasted and actual time and work deliverables as a way to measure workload and billable time to clients
Stay educated through CPE, certifications, and approved materials on process methodology, current data visualization and data analysis techniques
Develop artifacts and deliverables to clients and stakeholders which may include, reports, data visualizations, data modeling and system documentation
Work directly with the BI team to deliver projects and services to clients as defined in sales and account management process
Perform, when possible, quantitative analysis in order to measure outcomes
Understand core concepts around data storage and access specifically in structured data systems such as databases
Understanding of mathematical concepts regarding statistics and data fundamentals
Strong knowledge of relational databases, statistical mathematics, and visualization tools
Build, present and maintain reports, dashboards and data driven models to internal and external teams and stakeholders

Technical Requirements

Bachelor’s degree and/or two plus years related experience
Weekend and evening work is possible due to projects and client issues
Power BI experience
Strong experience in Excel
Experience in database systems is essential
Ability to define time requirements based on complex tasks is essential
Microsoft data certification (current) is a plus

Key Skills

Keen ability to problem solve
Ability to logically plan
Strong oral and written communication
Continual desire to learn, absorb, and apply new information and skills
Extraordinary focus on customer service
Innate ability to multi-task and stay organized
Exhibit a professional demeanor and strong interpersonal skills
Ability to interact in a variety of situations to include: customer service, orientations, training and networking
Ability to interact and communicate professionally with C-Level management




            Read moreSee All",https://www.glassdoor.com/partner/jobListing.htm?pos=108&ao=347210&tgt=APPLY_START&s=58&guid=00000163d0f326e1b8c739b236143870&src=GD_JOB_VIEW&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_78909273&cb=1528219009547&jobListingId=2765170182
Data Analyst,RealPage,"Richardson, TX","Overview:

As a Data Analyst with RealPage’s Product Operations team you will be part of a dynamic team that partners with Product leaders as an internal consultant in the execution of strategic initiatives. The Data Analyst will assist in developing / managing strategic

 roadmaps, mapping product capabilities and their alignment to strategic initiatives, developing executive presentations and reports focused on initiative delivery, business / product KPIs, SLA and financial performance, as well as assist in the creation of

 product focused technology strategies. The ideal candidate will have external or internal consulting experience, possess dynamic presentation skills, be goal oriented, self-motivated and able to speak to all levels of the organization.

Responsibilities

Provides basic consulting services and performs research, information gathering, analysis and documentation and applies appropriate methodology with a moderate level of guidance and direction where appropriate.
Identifies partner needs by synthesizing information through research, working session outputs, partner interviews, etc. Understanding the implication of partner needs and provides recommendations based on this understanding.
Building and maintaining relationships with product leaders to accomplish assigned tasks.
Clearly and effectively communicating ideas and information to others.
Understanding the importance of visibility and networking.
Continuously building upon existing understanding and knowledge of the organization and consulting skills.
Helps design information gathering questions, conducts interviews, focus groups and workshops with supervision where appropriate. May facilitate these sessions, usually under the support and guidance of more experienced team members.


Knowledge/Skills



Candidate expectations include intermediate knowledge/skills in the following competencies: business acumen, developing executive level communications, facilitation, influencing, problem solving, project management, strategic thinking and strategy development.


Required Qualifications



3-5 years as an Analyst and/or consulting experience required.
Bachelor's degree or higher in an IT, Business or equivalent work experience required.
Strong oral and written communication and influencing skills
Strong interpersonal and leadership skills
Ability to build relationships, create organizational credibility, and demonstrate a high degree of business acumen




            Read moreSee All",https://www.glassdoor.com/partner/jobListing.htm?pos=109&ao=263111&s=58&guid=00000163d0f326e1b8c739b236143870&src=GD_JOB_VIEW&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_95d07fa6&cb=1528219011525&jobListingId=2757326228
Data Analyst,Paytronix Systems,"Newton, MA","The kind of person we’re looking for:
We’re looking for an energetic, thoughtful, intelligent, creative thinker to join the Data Insights team. You’ll need to have a passion for big data and analytics, and for solving difficult problems. You’ll need to be excited about trying new things, and looking for ways to create new intellectual property that can help Paytronix and our clients. And you’ll need to be a team player that is willing to be flexible to changing priorities, that is motivated by the opportunity to be part of building a business.   The kind of stuff you’ll be doing:

Using leading-edge tools to mine and analyze customer and transactional data to determine the impact of loyalty programs and marketing campaign on customer behavior
Creating actionable customer segments/clusters for reporting and targeting purposes
Creating predictive models to determine expected results of loyalty programs/marketing campaigns.
Analyzing email campaign data to recommend/improve promotional opportunities
Developing new analytical methodologies to deliver deeper insights to our clients
Presenting results to both internal and external customers

 
The kind of experience you’ll need:

Track record of excellent analytical and problem solving skills
Proven ability to translate business problems into executable analyses
A good understanding of statistics, including regression and predictive modeling
Excellent communication skills to make recommendations and analysis to business users, both verbally and written
Bachelor of Science with a major in Statistics, Decision Sciences, Applied Mathematics degree or similar quantitative field of study

The extra stuff that would be nice:

Restaurant or Retail analytics experience
Experience with loyalty programs
Experience using analytic software and BI (Business Intelligence) tools
Proficient in SQL and knowledgeable about relational databases




            Read moreSee All",https://www.glassdoor.com/partner/jobListing.htm?pos=110&ao=343051&s=58&guid=00000163d0f326e1b8c739b236143870&src=GD_JOB_VIEW&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_c2ccda19&cb=1528219013725&jobListingId=2768373509
Data Analyst,Tufts Health Plan,"Watertown, MA","The Fraud Waste and Abuse Data Analyst (""FWA Data Analyst"") serves a key role in investigating inappropriate provider billing practices and abuse of benefits by members. Under the direction of the Provider and Member Fraud Team Managers, the FWA Data Analyst identifies targets for investigation by running claims queries to identify patterns of billing consistent with known fraudulent schemes (including member abuse of benefits), outliers, changes in provider or member behavior, and illogical claims patterns (such as pharmacy or laboratory claims without corresponding medical treatment). The FWA Data Analyst also uses FWA Detection Software and reviews third party FWA analytic reports to identify targets for investigation. The FWA Data Analyst will also work with individual investigators to develop and refine analyses and assist in the construction of presentations specific to particular investigations or schemes.

KEY RESPONSIBILITIES/ESSENTIAL FUNCTIONS* (in order of importance)

Support the Member and Provider Fraud Teams by doing the following:



Produce regular reporting and analytics based on objectives identified by the Member and Provider Fraud Managers.
Conduct review of investigative referrals by identifying total exposure by product and CPT code for a period of years and make recommendations regarding prioritization
Recommend, develop, run, refine and update queries to identify patterns of billing consistent with known fraudulent schemes (including member abuse of benefits), outliers, changes in provider or member behavior, and illogical claims patterns (such as pharmacy or laboratory claims without corresponding medical treatment). Recommend investigative activities based upon results.
Utilize FWA Detection Software to develop investigative leads.
Review third party FWA analytic reports to develop investigative leads.
Support investigators and other departments by conducting ad hoc data analyses on an as needed basis.
Assist in preparing presentations concerning trends, patterns, recoveries, and opportunities.
Assist in tracking investigative progress.
Perform ad hoc analyses as required based on internal business needs.


EDUCATION: (Minimum education & certifications required)



Bachelor's degree


EXPERIENCE: (Years of experience)



3-5 year's experience in data modeling and analysis
Healthcare experience preferred
Experience with fraud detection software systems also a plus


SKILL REQUIREMENTS: (Include interpersonal skills)



Strong analytic skills and problem-solving ability
Excellent computer skills, including Microsoft Excel, Access and Powerpoint
Experience in SQL, SAS and/or SPSS preferred
Ability to prioritize and work on multiple projects simultaneously
Must be able to work cooperatively as a team member
Strong oral and written communications skills required


WORKING CONDITIONS AND ADDITIONAL REQUIREMENTS (include special requirements, e.g., lifting, travel,

overtime)



Office setting. Open cubicle in a multi-floored office building
Moderate travel within Massachusetts and some (less than 5%) travel out-of-state


CONFIDENTIAL DATA: All information (written, verbal, electronic, etc.) that an employee encounters while working at Tufts Health Plan is considered confidential. Exposed to and required to deal with highly confidential and sensitive material and must adhere to corporate compliance policy, department guidelines/policies and all applicable laws and regulations at all times.

Equal Opportunity Employer Minorities/Women/Protected Veterans/Disabled



            Read moreSee All",https://www.glassdoor.com/partner/jobListing.htm?pos=111&ao=174522&s=58&guid=00000163d0f326e1b8c739b236143870&src=GD_JOB_VIEW&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_8a407322&cb=1528219015884&jobListingId=2754799057
Data Analyst,Vanguard,"Malvern, PA","To enable low to medium complex business partners to make fully informed decisions around business, process, client, and crew performance using more timely, meaningful, and accurate data analytics.Duties and Responsibilities

Partners with Category Managers and teams in ad-hoc data analysis in support of category strategy development and savings generation (e.g. should cost analysis) by recommending strategic decisions around existing suppliers and spend.Creates deliverables and actionable recommendations based on analytical findings. Is able to present insights in a compelling manner. Informs business decisions based on analytical findings. Guides business partners on the interpretation and use of analytic results.Uses spend analysis tool (an IT capability used to understand trends in spend by category, supplier, and division) to develop creative and technically sound data reports on a periodic or ad hoc basis.Develops strong working knowledge of data sources and data mining tools.Meets with internal clients and interprets requests for information to determine appropriate sources of information and data mining techniques to be employed.Provides tool and data support to business users and fellow team members.Documents project deliverables, including but not limited to program descriptions, run instructions and run frequency, paying attention to team guidelines.Participates in special projects and performs other duties as assigned.

Qualifications

Undergraduate degree preferably in Computer Science or MIS or equivalent work experience in Data or Business AnalysisMinimum of three years' experience in data mining, data analysis, data management, and data stewardshipExperience with data modeling concepts, database design for relational and multi-relational databasesSolid knowledge of current versions of the Microsoft Office Suite (specifically Excel and Access), including VBAStrong, demonstrated analysis and problem-solving skillsStrong planning and organizational skillsStrong written and oral communication skillsAbility to work independently with attention to detail, while managing multiple tasks

Vanguard is not offering visa sponsorship for this position.



            Read moreSee All",https://www.glassdoor.com/partner/jobListing.htm?pos=112&ao=318640&s=58&guid=00000163d0f326e1b8c739b236143870&src=GD_JOB_VIEW&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_e9e80635&cb=1528219018039&jobListingId=2739585788
Healthcare Data Analyst,Concerto Healthcare,"Aliso Viejo, CA","This position provides analytical, research, reporting, and technical support by mining, extracting and utilizing appropriate data from source systems and data warehouse through analytic reports on a regular and ad-hoc basis that assist in identifying, but not limited to, clinical outcomes, revenue opportunities, quality of care issues, tracking specified conditions that assist in the clinical management of patients, supporting quality improvement projects and initiatives, identifying and measuring outcomes of programmatic interventions inclusive of financial analyses.

ESSENTIAL DUTIES AND RESPONSIBILITIES

Perform statistical population health utilization, cost and quality analytics to develop total cost of care targets for at-risk populations.Support and inform clinical, network and efficiency improvement initiatives through complex analytics and financial modeling.Performing analytics to support provider benchmarking and high performance network development and management.Responsible for source system data analyses, identification of business rules and data elements for data transformation/migration into the data warehouse. Assists with data sharing and reconciliation among the various data systems as well as developing methods for standardizing data collection, database design, validation reports and analysis.Perform special analysis on utilization and/or cost reports, revenue data, and risk scores.Track issues with reports, including defects in object logic, schema logic, data quality problems and process errors. Understand complete reporting lifecycle to diagnose problems.Utilize tools for monitoring quality of data and assists in development of corrective action plans when issues are discovered.Support creation of Data Warehouse and other analytical toolsResponsible for participating and contributing in cross functional projects.Perform all other related duties as assigned.

Bachelor's degree in Healthcare, Business, Information Technology or related field preferredUnderstanding of Health Plans/Clinic Operations/Medicare/Medicaid/HEDIS/HCC2+ years of health care experience required, preferably managed care2+ years of hands on SQL programming experienceAdvanced level of proficiency with MS Access, Excel and other office suites.

Strong written and verbal communicationDemonstrated ability to communicate ideas clearly and conciselyExcellent time management, organizational, and prioritization skills and ability to balance multiple priorities




            Read moreSee All",https://www.glassdoor.com/partner/jobListing.htm?pos=113&ao=307350&s=58&guid=00000163d0f326e1b8c739b236143870&src=GD_JOB_VIEW&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_85321cb6&cb=1528219020282&jobListingId=2783592265
